PackageName	ClassName	MethodName	VarType	VarDeclName
jmencode	Settings	classField	Integer[];	titlelist
jmencode	Settings	classField	String;	fileinputname,fileoutputname
jmencode	Settings	classField	boolean;	usediscinput
jmencode	Settings	classField	int;	dvdtitle
jmencode	Settings	classField	float;	prevstarttime
jmencode	Settings	classField	int;	scalew
jmencode	Settings	classField	String;	LAMEpath
jmencode	Settings	classField	String;	Mencoderpath
jmencode	Settings	classField	String;	Mplayerpath
jmencode	Settings	classField	String;	Mkvmergepath
jmencode	Settings	classField	String;	MP4Boxpath
jmencode	Settings	classField	String;	allapps
jmencode	Settings	classField	String[];	externalappslist
jmencode	Settings	classField	String;	muxCommand
jmencode	Settings	classField	String;	currentinfo
jmencode	Settings	classField	Field[];	fields
jmencode	Settings	classField	Object[];	fieldsobj
jmencode	Settings	saveSettingstoFile	File	file
jmencode	Settings	saveSettingstoFile	BufferedReader	reader
jmencode	Settings	saveSettingstoFile	String	line
jmencode	Settings	saveSettingstoFile	PrintWriter	writer
jmencode	Settings	saveSettingstoFile	String[]	l_Names
jmencode	Settings	saveSettingstoFile	Settings	set
jmencode	Settings	loadSettingsfromFile	File	file
jmencode	Settings	loadSettingsfromFile	BufferedReader	reader
jmencode	Settings	loadSettingsfromFile	String	line
jmencode	Settings	loadSettingsfromFile	StringTokenizer	st
jmencode	Settings	loadSettingsfromFile	String	variable
jmencode	Settings	loadSettingsfromFile	String	value
jmencode	Settings	getfields	StringBuilder	result
jmencode	Settings	getfields	String	newLine
jmencode	Settings	getfields	Field[]	fields
jmencode	Settings	nextlowerMod16	int	r
jmencode	Settings	nextlowerMod16	int	n
jmencode	Settings	nexthigherMod16	int	r
jmencode	Settings	nexthigherMod16	int	n
jmencode	Settings	nearestMod16	int	r
jmencode	Settings	nearestMod16	it	n
jmencode	Settings	nearestMod16	int	upper
jmencode	Settings	parseVideoInfo	StringTokenizer	matcher
jmencode	Settings	parseVideoInfo	int	curraudid
jmencode	Settings	parseVideoInfo	String	format
jmencode	Settings	parseVideoInfo	String	lang
jmencode	Settings	parseVideoInfo	String	l2
jmencode	Settings	parseVideoInfo	int	aid
jmencode	Settings	main	String	line
jmencode	Settings	main	File	file
jmencode	Settings	main	BufferedReader	reader
jmencode	Settings	main	String	s
jmencode	Settings	main	String	type
jmencode	SettingsForm	actionPerformed	org.jdesktop.layout.GroupLayout	jPanel1Layout
jmencode	SettingsForm	actionPerformed	org.jdesktop.layout.GroupLayout	jPanel2Layout
jmencode	SettingsForm	actionPerformed	org.jdesktop.layout.GroupLayout	jPanel3Layout
jmencode	SettingsForm	actionPerformed	org.jdesktop.layout.GroupLayout	jPanel4Layout
jmencode	SettingsForm	actionPerformed	org.jdesktop.layout.GroupLayout	layout
jmencode	SettingsForm	getmplayerpathButtonActionPerformed	JFileChooser	chooser
jmencode	SettingsForm	getmencoderpathButtonActionPerformed	JFileChooser	chooser
jmencode	SettingsForm	getmkvmergepathButtonActionPerformed	JFileChooser	chooser
jmencode	SettingsForm	getmp4boxpathButtonActionPerformed	JFileChooser	chooser
jmencode	SettingsForm	run	javax.swing.JButton;	getmencoderpathButton
jmencode	SettingsForm	run	javax.swing.JButton;	getmkvmergepathButton
jmencode	SettingsForm	run	javax.swing.JButton;	getmp4boxpathButton
jmencode	SettingsForm	run	javax.swing.JButton;	getmplayerpathButton
jmencode	SettingsForm	run	javax.swing.JLabel;	jLabel1
jmencode	SettingsForm	run	javax.swing.JLabel;	jLabel2
jmencode	SettingsForm	run	javax.swing.JLabel;	jLabel3
jmencode	SettingsForm	run	javax.swing.JLabel;	jLabel4
jmencode	SettingsForm	run	javax.swing.JLabel;	jLabel5
jmencode	SettingsForm	run	javax.swing.JLabel;	jLabel6
jmencode	SettingsForm	run	javax.swing.JPanel;	jPanel1
jmencode	SettingsForm	run	javax.swing.JPanel;	jPanel2
jmencode	SettingsForm	run	javax.swing.JPanel;	jPanel3
jmencode	SettingsForm	run	javax.swing.JPanel;	jPanel4
jmencode	SettingsForm	run	javax.swing.JScrollPane;	jScrollPane1
jmencode	SettingsForm	run	javax.swing.JTabbedPane;	jTabbedPane1
jmencode	SettingsForm	run	javax.swing.JTextArea;	jTextArea1
jmencode	SettingsForm	run	javax.swing.JTextField;	mencoderpathField
jmencode	SettingsForm	run	javax.swing.JTextField;	mkvmergepathField
jmencode	SettingsForm	run	javax.swing.JTextField;	mp4boxpathField
jmencode	SettingsForm	run	javax.swing.JTextField;	mplayerpathField
jmencode	SettingsForm	run	javax.swing.JButton;	savesettingsButton
jmencode	SettingsForm	run	javax.swing.JButton;	savesettingsasButton
jmencode	SplashWindow	classField	Image;	splashImage
jmencode	SplashWindow	classField	boolean;	paintCalled
jmencode	SplashWindow	classField	MediaTracker	mt
jmencode	SplashWindow	classField	int	imgWidth
jmencode	SplashWindow	classField	int	imgHeight
jmencode	SplashWindow	classField	Dimension	screenDim
jmencode	SplashWindow	classField	MouseAdapter	disposeOnClick
jmencode	SplashWindow	splash	Frame	f
jmencode	SplashWindow	splash	SplashWindow	w
jmencode	SwingWorker	classField	Object;	value
jmencode	ThreadVar	classField	Thread;	thread
jmencode	ThreadVar	clear	ThreadVar;	threadVar
jmencode	ThreadVar	interrupt	Thread	t
jmencode	ThreadVar	get	Thread	t
jmencode	ThreadVar	get	finalRunnable	doFinished
jmencode	ThreadVar	run	Runnable	doConstruct
jmencode	ThreadVar	run	Thread	t
jmencode	ThreadVar	start	Thread	t
jmencode	VideoInfoForm	initComponents	org.jdesktop.layout.GroupLayout	layout
jmencode	VideoInfoForm	run	VideoInfoForm	infoform
jmencode	VideoInfoForm	run	JFrame	frame
jmencode	VideoInfoForm	run	javax.swing.JTextArea;	infoArea
jmencode	VideoInfoForm	run	javax.swing.JScrollPane;	jScrollPane1
jmencode	VideoTitle	classField	int;	id,numaud
jmencode	VideoTitle	classField	int;	notitles
jmencode	VideoTitle	classField	String;	type
jmencode	VideoTitle	classField	double;	inputDAR
jmencode	VideoTitle	classField	int;	inputw,inputh,cropw
jmencode	VideoTitle	classField	float;	fps
jmencode	VideoTitle	classField	boolean;	cropdetectable
jmencode	Audiotrack	classField	int;	aid
jmencode	Audiotrack	classField	String;	lang,format
jmencode	Audiotrack	print	String	s
jmencode	Subtrack	print	int;	id
jmencode	Subtrack	print	String;	lang
jmencode	Subtrack	print	Vector;	audtracks
jmencode	Subtrack	print	Vector;	subtracks
jmencode	Subtrack	addAudioTrack	Audiotrack	a
jmencode	Subtrack	setAudioTrack	Audiotrack	a
jmencode	Subtrack	getAudioTrack	Audiotrack	a
jmencode	Subtrack	getAid	int	aid
jmencode	Subtrack	getAid	Audiotrack	a
jmencode	Subtrack	getaudFormat	String	f
jmencode	Subtrack	getaudFormat	Audiotrack	a
jmencode	Subtrack	print	String	s
jmencode	Subtrack	print	int	i
jmencode	Subtrack	print	Audiotrack	a
jmencode	Subtrack	print	String	s1
jmencode	Subtrack	round	double	tempA
jmencode	Subtrack	round	long	tempB
jmencode	Subtrack	round	int	diff
jmencode	Subtrack	main	VideoTitle	info
